id	idU	title	desc	pubdate	numlikes
199	390	Día de muchas reuniones 😣 #exhausted #accounts #production #live (@ PlayGround BTL in Distrito de Lima) https://t.co/1nCviq3dB5	Rosa Zúñiga	2014-04-07	10
200	177	I'm at La Lucha Sanguchería Criolla in Distrito de Chorrillos  Departamento de Lima https://t.co/B6UsQFQLlo	Gino Valle Silva	2014-03-28	16
201	352	Lima es el segundo lugar más frío del planeta según estudios... y el primero es mi corazón ❤️	Ronald Pizarro	2014-01-25	10
202	119	I'm at @BembosOficial in Miraflores  Lima https://t.co/IxWNVmMn3D	Luis DAL	2014-03-21	3
203	987	I'm at Maestro Tzu in Miraflores  Lima https://t.co/I2NTRMAhlB	Luis Roberto	2014-12-07	7
204	943	Cerca en el cumpleaños de mi ahijado Joaquín Tasayco. (@ Parroquia santa maria in Lima) https://t.co/O0EnRXsR0m	Jaime Poma Torres	2014-04-20	8
205	421	#ACNUR en #Lima hoy no entregó papeles a personas que hace un mes metieron para solicitar refugio los vergüenza nos dijeron se perdieron😡	Jenny M. Guzmán C.	2014-06-16	2
206	288	Seaside cliff drinking in Lima Peru. - Drinking an India Red Ale by Magdalena @ Tanta — https://t.co/RU5R18cpUo #photo	BYOB	2014-04-30	16
207	18	I'm at Larcomar in Miraflores  Lima https://t.co/hT5fuQg0vB	Tabata Viapiana	2014-08-06	6
208	68	I'm at Universidad Ricardo Palma - @urpalma in Santiago de Surco  Lima https://t.co/nn2zOgILuA	Manbo	2014-09-22	14
209	272	I'm at @PeruRail_trains in Miraflores  Lima https://t.co/rxQEcuG53A	Yedida Angeles	2014-05-16	1
210	81	I'm at KFC Tottus in Lima https://t.co/b50X7xjU5q	Daniel Andara	2014-06-29	4
211	417	Al fin me siento (@ Santiago de Surco in Lima) https://t.co/7C5299aRjW	Johana Cevallos Vera	2014-02-26	20
212	185	El curioso incidente del perro a medianoche #teatro (at @TeatroLaPlaza in Miraflores  Lima) https://t.co/51wsp8OOPa	Ulises Cabanillas	2014-03-03	4
213	216	I'm at Barranco Beer Company - @barrancobeerco in Lima https://t.co/iqrcedn6lO	Luis Roberto	2014-03-17	18
214	797	I'm at Larcomar in Miraflores  Lima https://t.co/i8I0242kqf	Cesar Arenaza	2014-11-25	19
215	774	@sandracs1393 Muy cierto. Sin embargo ese sueño de descentralizar Lima parece cada día más lejano. ¿Y si trabajáram… https://t.co/F2EqxrqbX7	Jorge Tafur Agreda	2014-08-31	16
216	933	I'm at Madam Tusan in Lima Lima https://t.co/6oAMS7MeYT	Zahlo	2014-03-09	6
217	38	I'm at Universidad Peruana de Ciencias Aplicadas - UPC - @upcedu in Chorrillos  Lima https://t.co/zNYAzfwnp8	GianfogifogiCervera	2014-02-16	20
218	513	Necesitaba esto luego de tanto (@ Gold's Gym in Chorrillos  Lima) https://t.co/QOYc47jAIv	Jimbø	2014-05-26	14
219	793	I'm at Starbucks Coffee - @starbucksperu in Miraflores  Lima https://t.co/tpxULZS15F	C. Banner	2014-08-01	5
220	704	I'm at Puente de los Suspiros in Barranco  Lima https://t.co/7BqUkCYsxJ	Un Huevo™	2014-04-09	3
221	969	Descentralizado: Alianza Lima es uno de los líderes del Apertura tras ganar… https://t.co/a3FBhN3oBD #Fútbol #Alianza_Lima #Clásico #futbol	Luis Miguel Guerrero	2014-03-21	5
222	101	I'm at Barranco in Lima https://t.co/g1bh6BFaSL https://t.co/iViYsftDQ8	PolyfaceTico❌	2014-04-09	19
223	865	I'm at Puente de los Suspiros in Barranco  Lima w/ @leswc712 https://t.co/lbO4ymwFu1 https://t.co/YYpw6Ty1XS	PolyfaceTico❌	2014-08-14	6
224	460	I'm at Ayahuasca Restobar Lounge in Barranco  Lima https://t.co/hYWJ3EbEoq	Un Huevo™	2014-07-05	10
225	757	I'm at Ayahuasca Restobar Lounge in Barranco  Lima https://t.co/80idaAKZvI	Mary Fer	2014-04-20	9
226	285	I'm at Don Mamino in Miraflores  Lima https://t.co/OWygD7o8kA	M.	2014-07-05	16
227	935	I'm at Estación Matellini - @MetropolitanoPt in Chorrillos  Lima https://t.co/xVnNcrfGQT	Sr Carnero	2014-10-16	17
228	477	Calmando el antojito con mi @_platonika (at @BembosOficial in Miraflores  Lima) https://t.co/rdqqVFfJux	Mingo	2014-12-08	6
229	213	Chuzooo de lugar! (@ Ayahuasca Restobar Lounge in Barranco  Lima w/ @maryaf3r @leswc712) https://t.co/P87fjUGnYn https://t.co/24FaNXdX97	PolyfaceTico❌	2014-09-19	3
230	106	Chuzooo de lugar! (@ Ayahuasca Restobar Lounge in Barranco  Lima w/ @maryaf3r @leswc712) https://t.co/P87fjUGnYn https://t.co/sDRngKxE7g	PolyfaceTico❌	2014-06-08	15
231	118	Fraaaaaanck (@ EPIC - Escuela Peruana de la Industria Cinematográfica - @cineypostlima in Barranco  Lima) https://t.co/Zi19lAhA1j	M.	2014-07-24	8
232	15	I'm at Shaly house in Barranco  Lima https://t.co/NmpBywdeyG	Gonzalo Barrios	2014-04-05	7
233	792	Arroz con mariscos #peruvianfood #cocina #inteci #lima #peru @ Inteci Surco https://t.co/Ixen5rdm0o	elAmadeus	2014-11-26	11
234	53	Dinner (@ Restaurante Central in Miraflores  Lima) https://t.co/OkAQfOg38y https://t.co/hXLeLcgE7G	Eno.Mike	2014-12-05	12
235	120	I'm at Hotel León de Oro - @leon_de_oro in Miraflores  Lima https://t.co/r9rzw4m7J5	PolyfaceTico❌	2014-11-13	11
236	711	🏃🏻🌊 (@ Club Cultural Deportivo Lima in Chorrillos  Lima  LIMA) https://t.co/Ndq83s1X1w	Eddie.⛹🏻	2014-08-13	3
237	250	I'm at Pastipan in Santiago de Surco  Lima https://t.co/5xZ62pZ23B	@funesmemoriosa	2014-07-29	15
238	376	HABEMUS PANTYS ❤️😭 (at @PRIMAX_peru in Miraflores  Lima) https://t.co/KvnA7IIk6I	B	2014-12-28	18
239	263	Sa li mos! (@ Estación Rosario de Villa - Metropolitano in Chorrillos  Lima) https://t.co/f38825Pebe	Marcial	2014-01-29	14
240	808	@traficorpp QUE ..¡¡¡ HAY PNP EN LIMA ????	LALIBERTAD60	2014-09-07	10
241	929	I'm at Plaza Lima Sur in Chorrillos  Lima https://t.co/ZVZFECbqu0	Alonzo Cadillo	2014-08-19	3
242	347	#IMSImmersionPE ❤️💪🏽 (@ JW Marriott Hotel Lima in Lima  PE-LIM) https://t.co/S2UYFTSah6	B	2014-12-02	18
243	539	@MadeleineOster3 @patarevalo @ramcesII @camcesar @saldelsol La verdad? Mucho drama por una omision. Lima es asi  dramatica y barroca.	Augusta	2014-11-07	8
244	556	I'm at Instituto de Gobierno USMP - @iggp_usmp in Lima https://t.co/DDGfALDqVk	elsacasas	2014-05-25	17
245	923	I'm at Malecón Armendáriz in Miraflores  Lima https://t.co/S6jhq9Q8Jr	Israel Gonzales	2014-10-13	9
246	574	En el #IMSImmersionPE (@ JW Marriott Hotel Lima in Lima  PE-LIM) https://t.co/DVLXYPrX4W	Bullshit Curator	2014-12-28	6
247	465	I'm at CRP Medios y Entretenimiento - Local 3 in Lima https://t.co/WObJbtul1B	Pedro Rivas Ugaz	2014-07-24	6
248	918	#IMSImmersion (@ JW Marriott Hotel Lima in Lima  PE-LIM w/ @belen_cr) https://t.co/eFlIDIX3gt	Martín Miranda	2014-02-10	16
249	967	#IMSImmersionPE (@ JW Marriott Hotel Lima in Lima  PE-LIM) https://t.co/HqsD6CTnrM https://t.co/4ELe0UILHC	DyanFL 	2014-12-03	16
250	597	#IMSImmersionPE (@ JW Marriott Hotel Lima in Lima  PE-LIM w/ @belen_cr) https://t.co/mYEDT5ExQO	Martín Miranda	2014-10-25	1
251	827	Reu 1 del día (@ Cencosud Peru in Miraflores  Lima) https://t.co/xKVzIcWXvU	Armin	2014-08-27	1
252	231	#imsimmertionday (@ JW Marriott Hotel Lima in Lima  PE-LIM) https://t.co/p6hEQIZxVR	Ele	2014-05-09	6
253	345	#IMSIMMERSION (@ JW Marriott Hotel Lima in Lima  PE-LIM) https://t.co/Jc52rfUp00	Kells †	2014-06-15	9
254	741	#IMS (@ JW Marriott Hotel Lima in Lima  PE-LIM) https://t.co/yP93ooEGSS	K!	2014-08-24	8
255	186	Day 1 Lima Peru #mylife #myworld #traveltheworld #queenofk #bhatkoing @ Malecón Larcomar -… https://t.co/HBPjDEPRmR	Frieha Altaf	2014-04-14	19
256	312	Disimulando el tatuaje permanente con Temporal Tattoo @ CC. Plaza Lima Sur - Chorillos. https://t.co/HHV6LSz2Vo	TATUAJES TEMPORALES	2014-11-03	3
257	137	I'm at JW Marriott Hotel Lima in Lima  PE-LIM w/ @nathdya @ximenapinog https://t.co/U0i2taZXf0	B.	2014-02-16	2
258	869	#IMSImmersionPe (@ JW Marriott Hotel Lima in Lima  PE-LIM w/ @dyanfl @mtinm) https://t.co/zhajfd5m0t	Maru Tamayo A.	2014-09-24	1
259	269	#IMSImmersionPE (@ JW Marriott Hotel Lima in Lima  PE-LIM w/ @lizzfrr) https://t.co/K9sFnJQ5lu	LauraMendozaMelchor	2014-11-01	20
260	360	I'm at Mercado Plaza de Flores in Barranco  Lima https://t.co/MjOidG9lRX	Ana	2014-03-31	8
261	982	Evento IMS Inmersión #IMSimmersionPE (@ JW Marriott Hotel Lima in Lima  PE-LIM) https://t.co/EiW5Dd1B3S https://t.co/7mQ0YuiuMz	KarlosPeru	2014-03-13	6
262	733	Testino 😍 📷 (@ MATE Asociación Mario Testino in Barranco  Lima) https://t.co/CPmOypdNye	Alejandra Cruz	2014-02-03	20
263	324	I'm at Hermes TB in Lima https://t.co/EDmUpe7WTO	Gatonator	2014-05-12	5
264	340	I'm at Hotel León de Oro - @leon_de_oro in Miraflores  Lima https://t.co/xqWwOqJssy	PolyfaceTico❌	2014-04-04	15
265	486	I'm at Larcomar in Miraflores  Lima https://t.co/J3N6EeL0XE	Un Huevo™	2014-02-08	2
266	744	Comprando Jarra de @tortutica (@ Starbucks Coffee - @starbucksperu in Miraflores  Lima) https://t.co/I02U2Ico8I	Un Huevo™	2014-09-07	5
267	140	Este mes por primera vez en Lima 2 grandes orquestas en el Ciclo Extraordinario de la @SociFilarmonica Entradas en… https://t.co/bjagTcPcrJ	Pilar Flores Dioses	2014-07-08	15
268	880	I'm at Lurin in Lima https://t.co/dGyd16uemT	Stephani Svagelj H	2014-07-11	11
269	198	I'm at Larcomar in Miraflores  Lima https://t.co/v3uHpwGXYl	PolyfaceTico❌	2014-08-03	6
270	203	@Pdte_Rusbell @Petramas @Phill_Butters @KikeBravoPrado @Lima_ECpe @MuniLima @atv_noticias @Latina_pe en cada parade… https://t.co/r97Wq1e85q	Remisse Peru Car M	2014-06-15	5
271	439	Norte Exporta 2017 generó negocios por US$ 33.5 millones: La… https://t.co/pVYndGtTwh #Negocios #Chiclayo… https://t.co/mgrvPwRlQh	Luis Miguel Guerrero	2014-05-04	6
272	985	I'm at Larcomar in Miraflores  Lima w/ @polyfaceticox https://t.co/y0aQeyOK88	Mary Fer	2014-09-19	15
273	171	Sabias que tenemos #desayunos veganos todos los.dias desde las 8:00 am! 😀😃👍💞#martes #desayunosano #vegan #limavegan… https://t.co/hLHIJnFU9q	Elizabel Vivanco	2014-03-05	3
274	785	Continuando con la lectura de obras sodomitas. #book @ Barranco  Lima  Peru https://t.co/xqnprYnWLb	Stephano Mc Gregor	2014-05-11	17
275	842	I'm at @_USIL - Sede Pachacamac in Lima https://t.co/9rMOKCpeuK	Sofía Abad ❤️	2014-12-24	7
276	616	Clases y fútbol. (@ Universidad Peruana de Ciencias Aplicadas - UPC - @upcedu in Chorrillos  Lima) https://t.co/958S4hT2vu	Juan Armas	2014-02-19	12
277	225	people in wartown think they're so bad yet i've met some here in lima who y'all would be hella scared of 👏🏼😭🤧🤐🤒	ocianna ♛	2014-07-17	7
278	677	Seguimos. (@ Instituto de Gobierno USMP - @iggp_usmp in Lima) https://t.co/iuWUZf2GzE	elsacasas	2014-01-10	3
279	159	I'm at Mall del Sur in San Juan De Miraflores  Lima https://t.co/rtXzY4ziRw	Stephani Svagelj H	2014-08-22	20
280	575	The best food of the trip! Atlast :) #peru #lima #foodporn #food #peruvianfood #foodgasm… https://t.co/pUiP5K9ffa	Madhukar Banuri	2014-08-07	3
281	236	Te voy a ahorcar así que huye o.ó (@ UAP Facultad De Estomatologia in Lima) https://t.co/6ayezMtRyP	Lizeth  Torres	2014-12-25	17
282	274	.@rosalicia1 (@ Juzgado de paz letrado de Santiago de Surco y San Borja in Santiago De Surco  Lima  Peru) https://t.co/x3H0Ix0hzu	Christopher Mendoza	2014-09-05	4
283	755	I'm at APOYO Consultoría in Miraflores  Lima https://t.co/qqnXZMgxYH	Roberto	2014-01-10	8
284	753	Graduación (@ Auditorio Colegio Médico in Miraflores  Lima) https://t.co/pjHf6ciTBA	Yreland.	2014-12-08	19
285	698	#MiNotaDeHoy. Suspendieron otra vez la reconstrucción de la tragedia en Marbella https://t.co/VyOKt35Q0k vía @RPPNoticias	Iván Ruiz Palacios	2014-11-05	13
286	735	#museo #CulturaPeruana #Lima #GuiasUniversitarios 💪 https://t.co/xPXbcNVAOR	Grecia Ventocilla	2014-12-21	4
287	820	I'm at Parque de la Amistad in Santiago de Surco  Lima https://t.co/YYE2zqhIdT	αℓєנαи∂яσ кαяяαѕкσ	2014-10-27	1
288	630	I'm at Barranco in Lima https://t.co/5nJNRg656T	Gonzalo Hurtado Ruiz	2014-05-31	11
289	78	¿Cuántas veces vas a celebrar tu cumple Mechebritany? 😰 (@ Isolina Taberna Peruana - @delcastillo72 in Lima) https://t.co/uYDiUMqphF	Gonzalo Hurtado Ruiz	2014-12-27	14
290	428	Todo lo que hace el aburrimiento. @ Villa María Del Trunfo  Lima  Peru https://t.co/M3DaCJdyzh	Martell  ASTRID.🐯	2014-09-02	8
291	897	Antojo 😍 (@ KFC in Lima) https://t.co/ZFd3lANcNY	Antony Castillo	2014-08-29	13
292	168	🍻🎉🎊 (@ T.G.I. Friday's in Miraflores  Lima) https://t.co/yKxm3oswYs	Javier Martinez S.	2014-05-06	5
293	143	Causitas con langostinos al panko #lima #peru @ Inteci Surco https://t.co/b5ZqUi4rJ4	elAmadeus	2014-03-13	19
294	384	Ceviche de conchas negras con choritos a la chalaca #peruvianfood #lima @ Inteci Surco https://t.co/Lkgwa4rYOK	elAmadeus	2014-08-08	11
295	572	Extraño este lugar. #skate #skatepark @ Cieneguilla  Lima  Peru https://t.co/4cpoVoNz50	Hugo Marin Reyes	2014-06-16	4
296	189	El curioso incidente del perro a medianoche (at @TeatroLaPlaza in Miraflores  Lima) https://t.co/tYikNphA7s	Valita	2014-08-19	20
297	344	#CreoQuePenanCuando se oyen como bolas de metal rodando en el.techo de las casas viejas de #Lima	Renzo Polo	2014-05-03	14
298	156	Sopita wantan para el alma 🍜 (@ Chifa Yac Tac in Santiago de Surco  Lima) https://t.co/IllWKEGQSw	Carmen Tipacti	2014-07-31	18
299	30	Guardia ginecologica (@ Centro Materno Infantil Juan pablo II in Villa El Salvador  Lima) https://t.co/yku1KrW69G	Karla C.	2014-10-06	13
300	75	Mirador en Antioquía  Huarochiri (Lima-Perú). ☁ Ph: me📷 #travelgram #traveler #igersperu #travel… https://t.co/zqmUtv4UXg	Andrea ZZevallos	2014-12-09	16
301	685	I'm at Malecón de Chorrillos in Chorrillos  Lima / Perú https://t.co/1FYi8HwtbB	Alonzo Cadillo	2014-06-10	3
302	641	Entonces a Alianza Lima lo alimentaron con Pura Vida y por eso crees que es el más grande? Eso explicaría todo.	Kalpurnio 📸	2014-08-28	4
303	20	Insomnio... (@ Mike's House!! in San Juan de Miraflores  Lima) https://t.co/DE8gUFSUql	Miguel	2014-06-21	9
304	533	#RGxESPN en que puesto en el ranking quedaria nole si pierde saludos desde lima	Pablo	2014-08-22	4
305	823	#clientes #donangelo #lima #peru #cumpleaños #familia https://t.co/uDu0z3bIhd	Trattoria Don Angelo	2014-05-06	11
306	407	#PoderesMonses Jugar para Alianza Lima y campeonar 😱 @Studio92 @MarieCherryPop @mateoglg	Pedro Espichán	2014-09-09	8
307	368	Muchos fríos 😰🌫 #whilerunning #lima #peru #igerslima #running #lighthouse #street #city #park… https://t.co/QowORDyjso	Maryorie Huarac	2014-10-18	14
308	173	I'm at Plaza Lima Sur in Chorrillos  Lima https://t.co/dwTt5iFdMy	Alonzo Cadillo	2014-02-07	12
309	402	Y de pronto se hizo la luz... (@ PRIMAX in Chorrillos  Lima) https://t.co/QGGAIrW3ax	Mando	2014-01-19	20
310	958	Será que a Alianza Lima lo alimentaron con Pura Vida y por eso cree que es el más grande? Eso explicaría todo.	Kalpurnio 📸	2014-06-10	1
311	456	I'm at Panadería Carmelitas in Miraflores  Lima https://t.co/kZgsXNonni	Pixel⚡️Rider	2014-05-11	7
312	230	Horario de invierno para entrar más tarde al trabajo deberia implementarse en Lima ptm #Sueño	-aR!$T-	2014-09-02	20
313	866	I'm at Gold's Gym in Santiago de Surco  Lima https://t.co/mltx90HdfG	Giza	2014-10-18	5
314	463	@oesotog todos cuando suene la canción de nakamura en Lima @Studio92 https://t.co/Uy3lBJHBDK	Arturo	2014-09-06	8
315	103	Por qué sale sol? (@ Facultad De Humanidades y Lenguas Modernas - Universidad Ricardo Palma - @urpalma in Lima) https://t.co/qV39qZgCuJ	carla ✰	2014-05-06	7
316	511	I'm at Malecón Armendáriz in Miraflores  Lima https://t.co/NJ6irDoF03	Israel Gonzales	2014-12-06	17
317	246	I'm at Ibis Reducto Miraflores in Miraflores  Lima https://t.co/r6vB2HOR4J	Mayron G.	2014-09-13	9
318	855	I'm at Hospital María Auxiliadora in San Juan de Miraflores  Lima https://t.co/l9XKlckKZa	NH	2014-09-15	16
319	795	I'm at CRP Medios y Entretenimiento - Local 3 in Lima https://t.co/V1sMVBcgUh	Pedro Rivas Ugaz	2014-12-31	20
320	175	Paseito! (@ Granja El Arriero in Pachacamac  Lima) https://t.co/IxiP8ByemO	Kimberly Damián	2014-03-28	2
321	609	I'm at ARB Medios in Santiago de Surco  Departamento de Lima https://t.co/AOItVlNai3	Alvaro O-O⚡️	2014-04-24	10
322	835	Capa. 🤓 (@ Media Marketing Lab - @medialabla in Barranco  Lima) https://t.co/ppXhhq30gb	Thais	2014-03-30	3
323	223	Salió el SOL  por un Tiempo Lima dejo ser la gris	Gean Carlos	2014-01-31	16
324	848	#adele #cover #saxophone @ Barranco  Lima  Peru https://t.co/OFT71BN3S7	Desisderio	2014-03-27	16
325	625	on va mourir vraiment 🔥 (@ Auditorio Cervantes - FHLM - Ricardo Palma in Lima w/ @itsrunawaylove) https://t.co/l4wbyv8m8t	torta helada 🍰	2014-08-11	12
326	338	Vamos! (@ Chana's House :) in Lima) https://t.co/NKoLurCWnD	Lizeth  Torres	2014-09-13	4
327	571	I'm at Puente Armendáriz in Barranco  Lima https://t.co/daTrKBtqdp	Take Chacón	2014-01-02	10
328	187	I'm at Parque Reducto No. 2 - @munimiraflores in Miraflores  Lima https://t.co/YeBPQMegr3	Gino Valle Silva	2014-11-14	6
329	184	I'm at Plaza Raimondi in Barranco  Lima https://t.co/eaHhIApPKa	Gonzalo Barrios	2014-12-11	1
330	155	I'm at Universidad Ricardo Palma - @urpalma in Santiago de Surco  Lima https://t.co/1ARJUsR1VY	Diego Purizaca	2014-07-29	13
331	392	Parece el Mediterráneo #Lima #miraflores #summer #fall #mare #ocean… https://t.co/VtUoJB7U6V	ישראל	2014-05-04	4
332	11	La lucha por el #equilibrio... / The struggle for #balance ✨🌈🐜🦋⚖️☀️ #barranco #lima #peru @… https://t.co/90H4lbfhZB	Claudia Miro	2014-04-06	1
333	543	Sí vendrá un bus no muy lleno #iluso (@ Estación Balta - @MetropolitanoPt in Barranco  Lima) https://t.co/QqxuJ68338	Take Chacón	2014-11-30	20
334	157	I'm at Marketplace - miCumple.pe in Departamento de Lima https://t.co/y2zIeCwpWK	Jean Mayo Carrera	2014-08-07	13
335	736	Las relaciones de hoy son como el clima de lima: *es complicado	Nicole Orbegoso	2014-12-09	19
336	780	⚽️ 🥅 (@ Fútbol Center in Chorrillos  Lima) https://t.co/QkpUnDBSLS	GR19	2014-07-04	20
337	286	Volver... (@ Fútbol Center in Chorrillos  Lima w/ @oswaldoguerrero @gustavorevatta) https://t.co/1od8erTgwh	Carlos Torres	2014-07-21	9
338	39	I'm at Universidad Peruana de Ciencias Aplicadas - UPC - @upcedu in Chorrillos  Lima https://t.co/5Uy4hZadzy	Juan Armas	2014-02-12	10
339	445	Just posted a photo @ Museo de Arte Contemporáneo - Lima https://t.co/eRHnBkJu96	Luis Valdera	2014-03-11	4
340	962	Segunda clase!! Súper!! Pero estoy MO-LI-DO!! #surf #lima #makaha #FvidalSurfSchool #vacaciones… https://t.co/LC2fuhmivD	Enrique  Lizarraga	2014-06-26	15
341	770	I'm at Universidad Ricardo Palma - @urpalma in Santiago de Surco  Lima https://t.co/8RULRZ3VnC	Briz	2014-08-15	14
342	73	Shootzzzz 📸 (@ Parque de la Amistad in Santiago de Surco  Lima w/ @itsrunawaylove) https://t.co/VsPV1paVjF	torta helada 🍰	2014-04-18	6
343	750	I'm at Tostaduría Bisetti in Barranco  Lima https://t.co/amjWT8PZnb	Stephani Svagelj H	2014-03-17	12
344	342	I'm at Subway in Miraflores  Lima https://t.co/esdz1mwWzY	Pixel⚡️Rider	2014-04-09	10
345	799	De vuelta por aquí! (@ Domino's Chorrillos in Lima District  Lima Region) https://t.co/l9gOXA7Ib4	Lucho Maguiña	2014-08-05	4
346	482	I'm at Panadería Carmelitas in Miraflores  Lima https://t.co/LXPhAj9zu8	Pixel⚡️Rider	2014-05-20	16
347	930	😻hace tiempo que no caigo por acá @hiltonLimaHotel (@ Social Restaurant - @hiltonlimahotel in Lima) https://t.co/dQViALBTTC	Elizabeth Zamora	2014-10-21	7
348	339	I'm at La Parriteca in Miraflores  Lima https://t.co/pksxzdciVZ	Chuck B.	2014-01-07	10
349	153	Por algo es la Lima.	Elías Jesús 🐒	2014-02-09	15
350	145	Si quieres que las cosas salgan bien  no se las cuentes a nadie. 💪🏽😎 @ Santiago De Surco  Lima … https://t.co/Qkr7LfqhHW	Edwin Tejada.	2014-05-31	9
351	601	Holi  se acabó mi almuerzo :( (@ UAP Facultad De Estomatologia in Lima) https://t.co/hJiA7SrUiu	Lizeth  Torres	2014-02-08	8
352	980	Por + días así 💕☀️🏝 #sunnyday #beachlife #summervibes @ Punta Hermosa  Lima  Peru https://t.co/wQTANpjeay	Daniella Salinas	2014-05-20	19
353	437	I'm at Shaly house in Barranco  Lima https://t.co/DDhqJ1v33f	Gonzalo Barrios	2014-06-11	16
354	867	De nuevo hace frio (@ Starbucks Coffee - @starbucksperu in Barranco  Lima) https://t.co/8Xj9FPynxd	Gonzalo Barrios	2014-03-13	16
355	442	Nunca había tenido gripe tantas veces como desde que llegue a Lima 😣	Alejandra León	2014-10-15	4
356	265	Con @mickybane buscando puntos de venta físicos... ¿Qué? #NoMásColas 😁 (at @Joinnus_ in Lima) https://t.co/I3oi2oFoqK	Mingo Govea Souza	2014-10-03	17
357	833	Ya es necesario salir de Lima.	Sebastian Reyes Roel	2014-10-12	19
358	298	RT @SebasRero: Ya es necesario salir de Lima.	NickyJam	2014-03-18	7
359	862	鸡蛋 (@ Makro in Santiago de Surco  Lima) https://t.co/kPAsQtJoMN https://t.co/LMo9cCcMrI	Eric Herrera	2014-11-07	8
360	873	@fabiolamorales @JuanSheput Totalmente de acuerdo... o se escapan por prescripción de algún delito... como pasó con… https://t.co/yjMj46jQ3k	ricardo rodriguez	2014-01-31	16
361	93	I'm at Universidad Ricardo Palma - @urpalma in Santiago de Surco  Lima https://t.co/dYLefg6ydJ	Manbo	2014-07-19	16
362	242	I'm at Samaca in Distrito de Lima  Departamento de Lima https://t.co/Wky0W7gb3H	Carlos San Martin	2014-12-15	18
363	752	Disq recuerdo de Lima 😄 (Amo la palabra disq (se lee disque) y se usa mucho en Panamá de mi 💖)… https://t.co/nIMvktWlQJ	Viste La Calle	2014-07-01	6
364	773	I'm at Comixs in Miraflores  Lima w/ @davygarcia87 https://t.co/aEFMXhyjGa	Bruno del Villar	2014-09-08	3
365	276	Va a estar buena la #FeriaClandestina en el Centro Histórico de #Lima. Ahí estaremos.con @CChacra_ haciendo #Taller… https://t.co/SPkzeKnd7O	Renzo Polo	2014-03-05	8
366	397	I'm at @Bodytech_peru in Santiago de Surco  Lima https://t.co/OwJIL6i7yZ	Hannah Paisana	2014-12-25	16
367	341	Hoy es su día 🇵🇪 @ Santiago De Surco  Lima  Peru https://t.co/UwWdlrVtlr	Andrés Misari	2014-07-12	6
368	578	I'm at Estación Bulevar - @MetropolitanoPt in Barranco  Lima https://t.co/t16KO6E6kF	Gonzalo Barrios	2014-11-12	16
369	256	I'm at Ladies Latinas in Lima https://t.co/OETk5cAHJe	Annel Romero Pisfil	2014-04-01	4
370	461	I'm at Gold's Gym in Santiago de Surco  Lima https://t.co/TOGT4wZ5uY	Rafael Castañeda	2014-08-21	7
371	877	Felicidad ❤️ (@ La Cruceta in Lima) https://t.co/Ynq15iOOaJ	Alejandra	2014-08-10	14
372	197	Visita ❤️ (@ Black Widow's Net in Departamento de Lima) https://t.co/2mJYFO3cgX	Max R	2014-12-03	9
373	337	El cielo (@ Isushi in Distrito de Lima  Departamento de Lima) https://t.co/cS6zPkCoyr https://t.co/3SwfP80FqG	Miguel Mellado B.	2014-05-12	16
374	365	Porque estrés y porque tortas de chocolate 🐽🙉 (@ Gold's Gym in Santiago de Surco  Lima) https://t.co/3VPgIm2Bap	DyanFL 	2014-07-30	14
375	806	Enfermito igual eres molestoso. Así te quiero 😻🙈👦 @ Villa María Del Trunfo  Lima  Peru https://t.co/u1x9NAF2mi	Martell  ASTRID.🐯	2014-10-20	15
376	656	I'm at Casa Falleri Boutique Hotel in Lima https://t.co/nxDp07BRPk	Gonzalo Barrios	2014-12-14	18
377	914	I'm at La Espiga de Oro in Lima  Lima  Lima https://t.co/Alc9VxHp1y	Gonzalo Barrios	2014-09-04	5
378	404	Ricooo (@ Don'd El Gusto in Lima) https://t.co/r5ebiY4sEm https://t.co/AAKOnZvn3c	Elsa Salinas	2014-12-23	4
379	986	Toda la mancha sudamericana viene a Lima! #greatnews	César Berríos	2014-07-12	10
380	725	3.1m2 de áreas verdes/habitante es un índicador que empeora con la depredación de áreas verdes y aumento poblaciona… https://t.co/q9Xmhi2RVY	UDEAL	2014-04-01	1
381	386	I'm at Colegio Nuestra Señora del Carmen (Carmelitas) in Miraflores  Lima w/ @etnifree https://t.co/xGwXy9X1fE	Miguel Urbano	2014-02-06	13
382	549	I'm at @PRIMAX_peru in Miraflores  Lima https://t.co/pxpa0PXQ6V	Miguel Urbano	2014-09-05	12
383	957	Vamos.!! (at @PandaGardenPe in Lima) https://t.co/nFk7lK5Lo9	Mr. Brian R.	2014-08-27	16
384	798	#PuraVida ❌ (@ Plaza Vea in Santiago de Surco  Lima) https://t.co/bNs3eKcvMJ https://t.co/8LN49jPl2E	Antony Castillo	2014-04-05	16
385	552	Doña Dolores! (@ La Estación de Barranco in Barranco  Lima) https://t.co/lIzY9hjv8p https://t.co/hRD7gfoCba	Diego Monteza	2014-07-12	13
386	451	Stencil por #LaDoris en clase con #ElMonoGrimbaum @ Brother Lima Escuela de Creativos https://t.co/tgEsbRstrf	Paola Reina	2014-04-01	17
387	903	Doña dolores. (@ La Estación de Barranco in Barranco  Lima w/ @diegomonteza) https://t.co/VS8dPtjv28	MFox✈	2014-04-28	14
388	469	¿Qué es todo este cansancio? 😫 (@ Residencial Inclán in Santiago de Surco  Lima) https://t.co/9DNcQrE7li	George the curious🐒	2014-04-23	6
